station,yyyy,mm,af,rain,sun,tmax,tmin
wickairport,1951,5,2,11.6,200.0,10.1,4.7
wickairport,1951,6,0,21.2,180.5,13.1,6.7
wickairport,1951,7,0,94.2,121.6,16.0,10.0
wickairport,1951,8,0,75.4,145.7,15.4,9.7
wickairport,1951,9,0,36.6,138.0,14.6,9.3
wickairport,1951,10,1,48.6,83.6,12.6,7.9
wickairport,1951,11,2,129.6,50.0,9.4,4.5
wickairport,1951,12,9,61.9,51.8,6.7,1.8
wickairport,1952,1,21,93.3,63.9,3.9,1.6
wickairport,1952,2,15,61.8,72.3,5.7,0.0
wickairport,1952,3,2,71.2,122.7,7.6,2.6
wickairport,1952,4,1,12.4,177.5,10.9,4.5
wickairport,1952,5,0,46.0,115.2,12.0,7.0
wickairport,1952,6,0,74.2,136.0,13.6,6.9
wickairport,1952,7,0,40.7,166.1,15.7,9.3
wickairport,1952,8,0,88.4,107.6,15.1,9.9
wickairport,1952,9,0,62.1,94.3,11.9,6.0
wickairport,1952,10,2,88.6,96.1,10.3,5.4
wickairport,1952,11,11,90.6,55.3,6.2,0.7
wickairport,1952,12,13,92.0,29.2,5.5,0.6
wickairport,1953,1,7,71.2,31.6,7.0,2.4
wickairport,1953,2,5,39.6,84.1,7.5,2.0
wickairport,1953,3,4,32.1,151.2,9.4,2.4
wickairport,1953,4,9,54.4,163.9,8.5,1.7
wickairport,1953,5,0,65.0,149.2,12.3,6.1
wickairport,1953,6,0,41.7,136.9,13.9,8.8
wickairport,1953,7,0,104.6,98.7,15.1,9.8
wickairport,1953,8,0,73.1,155.4,16.4,9.7
wickairport,1953,9,0,53.1,115.5,15.2,10.1
wickairport,1953,10,0,29.8,92.5,12.4,7.8
wickairport,1953,11,0,62.8,55.8,9.9,4.7
wickairport,1953,12,2,58.5,41.8,8.1,3.7
wickairport,1954,1,6,47.2,29.3,5.8,1.5
wickairport,1954,2,10,47.8,77.8,5.1,0.6
wickairport,1954,3,4,53.9,102.6,7.0,2.2
wickairport,1954,4,3,28.0,210.3,10.2,3.1
wickairport,1954,5,1,69.4,138.2,11.5,5.8
wickairport,1954,6,0,86.7,117.8,13.5,8.1
wickairport,1954,7,0,78.9,154.6,15.0,9.2
wickairport,1954,8,0,59.7,115.4,15.0,9.5
wickairport,1954,9,1,69.6,132.0,13.3,6.8
wickairport,1954,10,0,143.9,92.8,11.7,5.6
wickairport,1954,11,2,113.6,42.0,8.4,3.2
wickairport,1954,12,7,139.4,21.5,7.4,2.3
wickairport,1955,1,13,94.1,30.4,4.3,0.5
wickairport,1955,2,22,79.4,84.5,3.1,2.4
wickairport,1955,3,10,41.6,113.1,6.2,0.6
wickairport,1955,4,2,33.5,177.1,11.3,4.1
wickairport,1955,5,2,64.9,207.2,10.2,3.5
wickairport,1955,6,0,14.5,220.1,13.8,7.1
wickairport,1955,7,0,9.0,200.6,18.1,9.8
wickairport,1955,8,0,14.6,128.2,17.3,11.1
wickairport,1955,9,0,82.6,133.6,15.9,9.1
wickairport,1955,10,3,103.7,72.0,10.7,4.8
wickairport,1955,11,2,58.6,47.3,9.7,4.4
wickairport,1955,12,9,123.5,31.1,5.9,0.3
wickairport,1956,1,15,138.2,37.0,4.8,0.8
wickairport,1956,2,16,46.8,55.4,5.0,1.0
wickairport,1956,3,5,41.3,96.6,6.6,2.0
wickairport,1956,4,11,42.9,185.8,8.5,1.2
wickairport,1956,5,0,36.2,170.6,13.2,6.1
wickairport,1956,6,0,60.6,170.4,13.0,6.8
wickairport,1956,7,0,91.9,145.8,14.8,9.2
wickairport,1956,8,0,70.0,145.8,13.8,7.7
wickairport,1956,9,0,48.0,79.0,13.8,9.1
wickairport,1956,10,0,69.4,97.3,11.3,5.8
wickairport,1956,11,3,93.1,30.0,8.8,3.7
wickairport,1956,12,1,87.0,22.4,7.9,2.7
wickairport,1957,1,5,78.1,54.0,7.6,1.9
wickairport,1957,2,8,30.4,83.3,6.0,0.3
wickairport,1957,3,1,88.3,90.0,9.2,4.2
wickairport,1957,4,2,26.2,181.9,10.8,3.4
wickairport,1957,5,2,33.7,176.5,10.9,4.6
wickairport,1957,6,0,77.1,189.0,14.2,6.8
wickairport,1957,7,0,102.2,74.0,14.2,9.9
wickairport,1957,8,0,130.2,125.9,14.7,9.7
wickairport,1957,9,0,82.6,112.4,12.7,7.3
wickairport,1957,10,0,51.4,83.9,12.2,5.7
wickairport,1957,11,2,54.6,35.6,8.8,3.9
wickairport,1957,12,6,102.6,47.6,6.4,1.7
wickairport,1958,1,15,104.1,34.8,5.2,0.9
wickairport,1958,2,17,127.2,61.7,5.1,1.1
wickairport,1958,3,14,74.5,105.0,4.7,0.2
wickairport,1958,4,3,37.6,156.8,9.6,2.6
wickairport,1958,5,0,82.6,212.0,10.5,4.1
wickairport,1958,6,0,23.1,160.4,13.3,8.2
wickairport,1958,7,0,54.4,163.0,15.7,9.5
wickairport,1958,8,0,81.1,102.1,15.1,10.2
wickairport,1958,9,0,21.4,138.7,15.2,10.4
wickairport,1958,10,0,88.4,101.5,12.7,6.9
wickairport,1958,11,4,34.2,69.8,9.8,3.5
wickairport,1958,12,8,87.2,24.7,6.3,1.5
wickairport,1959,1,25,192.9,60.5,3.6,2.3
wickairport,1959,2,6,8.5,98.6,7.8,1.4
wickairport,1959,3,3,42.5,106.1,8.6,3.3
wickairport,1959,4,1,49.2,151.3,10.2,4.0
wickairport,1959,5,2,38.5,134.4,12.3,6.5
wickairport,1959,6,0,37.0,205.2,15.1,8.2
wickairport,1959,7,0,68.8,110.2,16.6,10.9
wickairport,1959,8,0,50.3,121.6,17.1,10.7
wickairport,1959,9,0,26.3,148.7,15.8,8.9
wickairport,1959,10,0,101.8,101.7,13.1,8.3
wickairport,1959,11,1,108.5,66.0,9.6,4.4
wickairport,1959,12,2,79.7,19.5,7.3,3.1
wickairport,1960,1,8,93.1,55.2,5.9,0.5
wickairport,1960,2,15,135.4,91.0,5.1,1.0
wickairport,1960,3,5,27.2,75.1,6.8,2.8
wickairport,1960,4,0,46.2,126.4,10.5,4.8
wickairport,1960,5,1,15.1,212.8,13.2,6.8
wickairport,1960,6,0,48.6,196.1,16.0,9.2
wickairport,1960,7,0,73.5,190.9,15.8,10.0
wickairport,1960,8,0,98.6,130.9,15.0,9.2
wickairport,1960,9,0,62.4,133.4,14.3,8.2
wickairport,1960,10,0,76.5,45.5,11.0,8.0
wickairport,1960,11,1,64.1,57.2,8.8,4.2
wickairport,1960,12,7,68.8,58.6,5.6,1.0
wickairport,1961,1,9,61.8,50.8,5.5,0.9
wickairport,1961,2,8,56.2,77.7,7.9,2.3
wickairport,1961,3,5,51.3,109.5,10.5,3.6
wickairport,1961,4,6,55.1,144.0,9.4,3.6
wickairport,1961,5,1,32.4,177.6,11.5,5.5
wickairport,1961,6,0,33.4,148.0,14.6,7.8
wickairport,1961,7,0,62.5,73.9,14.7,9.4
wickairport,1961,8,0,73.9,153.0,15.8,9.3
wickairport,1961,9,0,65.0,130.7,15.1,9.1
wickairport,1961,10,0,68.7,96.1,11.8,7.6
wickairport,1961,11,8,48.8,71.6,7.5,1.6
wickairport,1961,12,17,73.3,38.3,4.6,1.1
wickairport,1962,1,8,75.1,57.3,6.1,0.9
wickairport,1962,2,7,64.5,77.2,6.8,1.2
wickairport,1962,3,12,74.6,125.9,4.8,1.3
wickairport,1962,4,8,62.5,197.0,8.6,2.1
wickairport,1962,5,1,50.7,114.2,10.3,4.8
wickairport,1962,6,1,54.6,160.6,14.7,7.7
wickairport,1962,7,0,33.1,120.7,13.7,8.7
wickairport,1962,8,0,119.5,146.0,14.2,7.9
wickairport,1962,9,0,55.9,80.0,12.7,7.4
wickairport,1962,10,1,37.1,81.1,12.1,7.2
wickairport,1962,11,10,69.8,34.7,7.2,2.7
wickairport,1962,12,12,104.6,30.1,6.0,1.0
wickairport,1963,1,15,38.2,37.8,3.2,2.3
wickairport,1963,2,17,20.9,83.7,4.1,1.1
wickairport,1963,3,2,59.2,107.6,7.7,2.9
wickairport,1963,4,3,27.9,155.5,9.6,3.6
wickairport,1963,5,0,52.5,168.7,11.5,4.7
wickairport,1963,6,0,64.8,136.2,14.0,8.5
wickairport,1963,7,0,38.2,162.4,14.9,8.7
wickairport,1963,8,0,135.4,102.3,14.1,9.2
wickairport,1963,9,0,70.0,131.3,14.0,8.2
wickairport,1963,10,0,47.8,78.2,12.0,6.2
wickairport,1963,11,11,125.8,41.6,7.9,3.2
wickairport,1963,12,10,29.1,30.1,5.9,1.6
wickairport,1964,1,3,28.7,45.7,7.5,2.5
wickairport,1964,2,4,55.0,58.0,6.4,2.4
wickairport,1964,3,3,32.5,82.2,6.7,2.3
wickairport,1964,4,3,27.3,127.0,10.6,3.7
wickairport,1964,5,0,41.0,114.3,12.2,6.7
wickairport,1964,6,0,52.4,164.4,14.7,7.2
wickairport,1964,7,0,40.2,170.7,15.9,8.7
wickairport,1964,8,0,139.9,109.6,14.8,8.6
wickairport,1964,9,0,117.6,103.6,13.5,7.6
wickairport,1964,10,1,47.3,85.7,11.2,5.5
wickairport,1964,11,3,63.5,50.3,9.1,3.5
wickairport,1964,12,10,74.7,41.3,5.6,0.2
wickairport,1965,1,13,90.7,51.3,5.1,0.2
wickairport,1965,2,8,44.6,38.0,6.4,1.7
wickairport,1965,3,12,23.8,119.9,6.7,0.7
wickairport,1965,4,3,69.9,168.4,9.8,2.7
wickairport,1965,5,1,59.6,103.6,10.5,5.8
wickairport,1965,6,0,40.0,111.4,14.0,8.5
wickairport,1965,7,0,98.4,118.0,12.9,7.7
wickairport,1965,8,0,56.1,138.0,15.0,8.8
wickairport,1965,9,0,103.1,81.8,13.5,8.6
wickairport,1965,10,0,55.7,116.7,12.1,7.6
wickairport,1965,11,10,86.7,50.1,6.1,0.9
wickairport,1965,12,15,96.1,28.4,4.5,0.3
wickairport,1966,1,10,45.5,20.6,5.1,1.3
wickairport,1966,2,12,67.1,61.7,5.4,1.2
wickairport,1966,3,8,80.7,107.2,8.3,2.2
wickairport,1966,4,10,13.2,146.9,7.5,2.0
wickairport,1966,5,0,68.1,199.1,11.9,5.0
wickairport,1966,6,0,106.5,94.9,14.3,9.5
wickairport,1966,7,0,86.5,162.5,15.6,8.5
wickairport,1966,8,0,86.2,143.2,14.8,8.9
wickairport,1966,9,0,76.0,72.2,14.6,8.9
wickairport,1966,10,1,136.0,75.1,11.2,6.1
wickairport,1966,11,7,102.0,46.1,6.8,2.1
wickairport,1966,12,13,137.8,29.5,5.7,0.8
wickairport,1967,1,7,101.3,27.7,5.9,2.3
wickairport,1967,2,2,57.3,68.8,7.2,2.8
wickairport,1967,3,6,87.6,116.5,8.3,1.8
wickairport,1967,4,6,43.9,147.4,9.9,2.6
wickairport,1967,5,2,60.8,173.4,10.5,5.1
wickairport,1967,6,0,33.3,218.4,14.4,7.6
wickairport,1967,7,0,33.9,155.3,16.6,9.7
wickairport,1967,8,0,68.0,110.0,15.5,9.7
wickairport,1967,9,0,90.6,86.6,14.3,9.7
wickairport,1967,10,0,91.2,93.4,10.9,5.4
wickairport,1967,11,4,80.7,48.0,8.6,2.5
wickairport,1967,12,13,121.5,31.4,6.2,1.1
wickairport,1968,1,11,77.5,38.5,5.5,0.1
wickairport,1968,2,19,52.1,94.5,4.2,1.0
wickairport,1968,3,8,55.4,83.7,7.7,1.7
wickairport,1968,4,7,65.4,147.5,8.7,3.1
wickairport,1968,5,5,53.1,152.5,9.1,3.8
wickairport,1968,6,0,67.9,162.8,14.1,7.8
wickairport,1968,7,0,74.4,119.0,14.2,8.9
wickairport,1968,8,0,56.7,139.6,15.1,9.1
wickairport,1968,9,0,43.9,86.1,13.7,9.0
wickairport,1968,10,0,105.3,43.7,12.2,7.6
wickairport,1968,11,4,34.0,34.6,8.1,3.4
wickairport,1968,12,10,55.6,23.9,6.3,2.1
wickairport,1969,1,4,140.0,35.7,6.7,2.2
wickairport,1969,2,19,50.1,54.4,3.1,2.4
wickairport,1969,3,14,18.7,103.9,5.7,0.0
wickairport,1969,4,6,56.0,143.9,9.1,2.5
wickairport,1969,5,1,50.2,89.4,10.3,5.0
wickairport,1969,6,0,35.1,205.7,15.2,8.2
wickairport,1969,7,0,40.6,146.8,17.4,9.9
wickairport,1969,8,0,59.4,131.7,16.2,11.1
wickairport,1969,9,0,89.1,106.3,14.6,7.9
wickairport,1969,10,0,73.3,80.4,13.7,7.8
wickairport,1969,11,13,83.1,55.5,5.6,0.1
wickairport,1969,12,6,93.0,39.0,5.9,1.5
wickairport,1970,1,9,51.8,28.3,5.2,1.4
wickairport,1970,2,17,97.7,77.6,4.0,2.1
wickairport,1970,3,15,69.0,112.1,5.9,0.2
wickairport,1970,4,7,59.9,173.3,8.5,1.5
wickairport,1970,5,0,37.2,105.1,12.2,6.4
wickairport,1970,6,0,19.7,247.9,15.3,8.9
wickairport,1970,7,0,68.3,107.2,14.4,8.5
wickairport,1970,8,0,96.9,107.3,16.1,10.7
wickairport,1970,9,0,68.5,106.5,14.4,8.7
wickairport,1970,10,1,105.0,76.5,11.3,5.5
wickairport,1970,11,5,168.2,48.7,7.8,2.8
wickairport,1970,12,6,50.2,26.1,6.7,1.9
wickairport,1971,1,4,75.2,23.3,6.7,2.8
wickairport,1971,2,6,29.5,77.9,7.5,2.3
wickairport,1971,3,10,71.6,91.2,7.9,1.8
wickairport,1971,4,1,22.1,122.2,9.5,3.2
wickairport,1971,5,0,57.9,207.4,13.2,6.7
wickairport,1971,6,0,60.3,134.9,12.8,6.7
wickairport,1971,7,0,57.0,159.0,15.8,8.7
wickairport,1971,8,0,50.2,134.5,15.4,9.1
wickairport,1971,9,0,33.2,115.5,15.4,9.1
wickairport,1971,10,2,53.8,120.0,13.1,6.5
wickairport,1971,11,6,90.4,27.3,8.2,2.5
wickairport,1971,12,2,39.0,15.9,9.3,4.1
wickairport,1972,1,6,63.2,33.1,6.2,2.4
wickairport,1972,2,2,68.8,53.7,6.4,2.6
wickairport,1972,3,4,21.7,112.8,7.9,3.0
wickairport,1972,4,0,52.4,148.1,10.1,3.6
wickairport,1972,5,0,37.1,142.9,11.5,6.1
wickairport,1972,6,0,65.7,173.6,13.3,7.2
wickairport,1972,7,0,47.0,160.0,15.7,9.4
wickairport,1972,8,0,34.9,127.3,15.0,8.8
wickairport,1972,9,1,24.5,105.3,13.2,6.4
wickairport,1972,10,0,22.9,110.7,12.5,6.9
wickairport,1972,11,8,96.6,54.7,8.2,2.1
wickairport,1972,12,7,27.5,54.9,7.5,2.5
wickairport,1973,1,2,31.2,44.0,7.4,2.8
wickairport,1973,2,13,67.2,80.6,6.0,0.6
wickairport,1973,3,8,14.1,117.9,9.4,2.4
wickairport,1973,4,9,95.8,124.9,7.9,1.6
wickairport,1973,5,0,49.0,159.5,11.1,5.1
wickairport,1973,6,0,44.3,103.8,15.2,8.4
wickairport,1973,7,0,54.3,120.9,15.6,9.6
wickairport,1973,8,0,102.8,156.2,15.9,9.1
wickairport,1973,9,0,81.9,92.1,14.1,8.2
wickairport,1973,10,8,57.3,112.6,11.1,4.0
wickairport,1973,11,10,161.9,46.6,7.5,1.8
wickairport,1973,12,10,103.0,13.7,6.3,0.6
wickairport,1974,1,0,51.2,46.4,7.5,2.9
wickairport,1974,2,5,69.2,38.2,7.1,2.1
wickairport,1974,3,5,35.0,103.2,7.3,2.4
wickairport,1974,4,2,15.3,143.6,9.4,3.6
wickairport,1974,5,0,51.1,161.0,11.7,6.6
wickairport,1974,6,0,56.2,166.7,14.0,7.7
wickairport,1974,7,0,55.7,154.2,15.7,8.8
wickairport,1974,8,0,66.8,139.1,16.3,9.5
wickairport,1974,9,2,65.5,130.7,13.3,6.5
wickairport,1974,10,1,71.7,62.0,10.0,4.6
wickairport,1974,11,2,114.0,42.4,8.3,3.4
wickairport,1974,12,5,81.2,35.4,7.5,2.6
wickairport,1975,1,12,80.5,53.1,7.2,0.9
wickairport,1975,2,2,14.9,110.1,7.0,2.3
wickairport,1975,3,9,40.2,111.4,6.8,1.2
wickairport,1975,4,6,58.8,98.8,8.8,2.5
wickairport,1975,5,0,33.2,148.1,10.1,4.3
wickairport,1975,6,1,22.2,200.9,14.9,6.9
wickairport,1975,7,0,46.2,114.8,16.1,10.0
wickairport,1975,8,0,58.6,175.0,17.6,11.0
wickairport,1975,9,0,92.1,114.4,14.2,7.4
wickairport,1975,10,1,22.4,104.5,12.4,7.5
wickairport,1975,11,3,70.6,35.3,8.7,3.7
wickairport,1975,12,3,82.6,29.7,8.0,3.0
wickairport,1976,1,9,134.4,26.5,5.9,1.0
wickairport,1976,2,3,57.2,72.2,7.0,2.7
wickairport,1976,3,4,75.2,90.3,6.5,2.1
wickairport,1976,4,3,14.5,102.1,9.9,3.8
wickairport,1976,5,0,29.5,179.5,12.0,6.3
wickairport,1976,6,0,23.3,138.2,16.1,8.7
wickairport,1976,7,0,34.1,194.3,17.8,10.9
wickairport,1976,8,0,20.8,214.3,17.3,9.5
wickairport,1976,9,0,93.5,71.6,13.3,9.1
wickairport,1976,10,0,84.1,74.4,11.9,7.4
wickairport,1976,11,4,32.9,92.7,8.6,3.1
wickairport,1976,12,15,63.9,26.4,4.5,0.7
wickairport,1977,1,13,77.7,58.0,5.2,0.2
wickairport,1977,2,12,60.6,77.1,5.3,0.6
wickairport,1977,3,4,46.2,88.4,7.9,3.1
wickairport,1977,4,6,74.4,148.4,8.3,2.4
wickairport,1977,5,3,70.4,196.2,11.1,4.8
wickairport,1977,6,0,60.3,164.2,12.9,6.5
wickairport,1977,7,0,33.2,132.3,15.1,9.3
wickairport,1977,8,0,83.3,142.8,15.0,9.6
wickairport,1977,9,0,62.4,110.5,13.1,7.6
wickairport,1977,10,0,31.3,71.6,12.4,7.8
wickairport,1977,11,6,111.2,51.2,7.4,2.1
wickairport,1977,12,5,41.6,25.7,7.6,2.5
wickairport,1978,1,16,92.4,41.5,5.1,0.2
wickairport,1978,2,12,72.2,68.9,4.1,1.6
wickairport,1978,3,8,94.6,126.2,8.1,2.0
wickairport,1978,4,8,35.3,121.0,7.6,2.1
wickairport,1978,5,0,21.2,198.5,12.1,6.0
wickairport,1978,6,0,29.9,140.3,13.9,8.3
wickairport,1978,7,0,50.6,100.6,14.0,8.9
wickairport,1978,8,0,41.8,106.0,14.8,9.8
wickairport,1978,9,0,113.7,128.6,13.9,7.6
wickairport,1978,10,0,55.5,75.8,12.7,6.6
wickairport,1978,11,6,69.3,53.5,9.2,3.4
wickairport,1978,12,5,63.4,17.9,5.8,3.3
wickairport,1979,1,20,66.5,27.1,3.4,2.1
wickairport,1979,2,15,23.9,92.6,3.7,1.0
wickairport,1979,3,12,71.6,107.7,5.9,0.1
wickairport,1979,4,3,87.0,99.3,8.6,3.1
wickairport,1979,5,8,67.8,167.8,10.5,3.6
wickairport,1979,6,0,59.7,170.2,13.7,8.1
wickairport,1979,7,0,86.9,92.3,15.2,9.3
wickairport,1979,8,0,72.0,105.8,14.7,9.2
wickairport,1979,9,0,56.9,155.5,14.4,7.4
wickairport,1979,10,0,104.5,78.8,11.7,8.3
wickairport,1979,11,5,131.1,41.8,7.7,2.3
wickairport,1979,12,4,107.1,35.3,6.1,2.2
wickairport,1980,1,5,76.3,36.8,5.1,1.7
wickairport,1980,2,5,58.2,59.1,6.4,1.6
wickairport,1980,3,9,71.8,75.6,5.9,1.5
wickairport,1980,4,0,15.3,141.5,10.0,3.7
wickairport,1980,5,2,9.5,165.6,11.0,4.8
wickairport,1980,6,0,55.7,123.4,14.5,8.9
wickairport,1980,7,0,58.6,100.9,14.4,9.5
wickairport,1980,8,0,65.8,91.7,15.0,10.2
wickairport,1980,9,0,98.7,104.7,14.8,9.3
wickairport,1980,10,0,116.2,85.7,10.0,5.1
wickairport,1980,11,5,134.6,35.8,7.7,3.1
wickairport,1980,12,3,111.3,19.4,7.0,2.0
wickairport,1981,1,16,97.6,42.3,6.2,0.5
wickairport,1981,2,6,58.5,78.9,5.7,1.4
wickairport,1981,3,6,72.8,98.0,7.3,2.0
wickairport,1981,4,9,30.5,157.9,9.1,2.2
wickairport,1981,5,1,43.4,175.2,11.3,6.2
wickairport,1981,6,0,85.5,130.3,13.6,7.8
wickairport,1981,7,0,63.9,121.6,15.8,9.9
wickairport,1981,8,0,61.9,113.0,15.9,9.9
wickairport,1981,9,0,103.2,95.5,14.7,9.4
wickairport,1981,10,4,130.9,91.3,8.9,2.6
wickairport,1981,11,6,125.3,53.0,8.1,2.8
wickairport,1981,12,17,71.6,28.8,3.9,1.7
wickairport,1982,1,10,80.8,35.3,4.8,0.1
wickairport,1982,2,3,26.1,78.3,6.8,2.3
wickairport,1982,3,5,92.4,120.6,8.0,2.2
wickairport,1982,4,3,36.3,103.9,9.8,3.9
wickairport,1982,5,5,61.7,225.7,12.1,4.3
wickairport,1982,6,0,13.8,149.4,13.4,8.3
wickairport,1982,7,0,49.4,167.4,16.7,10.3
wickairport,1982,8,0,73.3,130.4,16.0,9.9
wickairport,1982,9,0,102.9,99.5,14.1,7.9
wickairport,1982,10,0,70.9,72.7,11.6,7.4
wickairport,1982,11,6,117.4,47.3,8.3,2.8
wickairport,1982,12,13,115.8,26.7,5.9,0.5
wickairport,1983,1,9,104.3,25.2,7.0,1.8
wickairport,1983,2,12,47.6,59.7,4.7,0.6
wickairport,1983,3,6,71.9,69.4,8.3,2.7
wickairport,1983,4,10,41.5,110.6,7.6,1.3
wickairport,1983,5,1,34.1,94.5,9.8,5.2
wickairport,1983,6,0,51.4,167.2,13.5,7.7
wickairport,1983,7,0,23.7,165.1,16.7,9.8
wickairport,1983,8,0,24.9,122.3,16.7,10.4
wickairport,1983,9,0,88.1,77.5,13.4,8.5
wickairport,1983,10,1,92.6,78.0,11.6,5.5
wickairport,1983,11,4,31.7,26.0,8.9,4.4
wickairport,1983,12,6,114.8,15.6,8.0,2.6
wickairport,1984,1,19,136.9,37.5,3.9,1.9
wickairport,1984,2,7,58.8,45.8,6.5,1.9
wickairport,1984,3,4,56.2,72.5,6.5,2.0
wickairport,1984,4,1,47.6,154.2,9.3,3.1
wickairport,1984,5,0,11.8,177.4,11.2,4.2
wickairport,1984,6,0,50.9,106.0,14.3,8.3
wickairport,1984,7,0,34.9,91.5,16.3,10.3
wickairport,1984,8,0,16.9,173.3,17.4,10.1
wickairport,1984,9,0,99.0,90.0,13.2,7.7
wickairport,1984,10,1,176.1,114.8,12.0,5.3
wickairport,1984,11,2,137.3,36.5,9.3,5.1
wickairport,1984,12,5,85.9,40.6,7.8,3.0
wickairport,1985,1,15,83.2,33.3,4.4,1.0
wickairport,1985,2,5,30.4,84.4,6.4,1.1
wickairport,1985,3,10,76.9,108.3,6.3,1.0
wickairport,1985,4,4,87.7,120.2,9.1,3.0
wickairport,1985,5,1,76.2,163.5,11.0,5.3
wickairport,1985,6,0,88.5,190.6,13.0,6.7
wickairport,1985,7,0,90.8,115.8,15.5,10.3
wickairport,1985,8,0,127.0,141.2,14.7,9.8
wickairport,1985,9,0,98.0,124.3,13.4,7.8
wickairport,1985,10,0,20.3,132.7,12.6,6.9
wickairport,1985,11,13,140.2,39.0,6.0,0.3
wickairport,1985,12,7,81.3,41.3,6.6,1.1
wickairport,1986,1,13,77.6,30.5,5.0,0.5
wickairport,1986,2,15,21.5,93.8,3.8,1.4
wickairport,1986,3,4,57.2,137.3,7.5,1.8
wickairport,1986,4,8,42.6,127.3,7.5,1.3
wickairport,1986,5,1,62.7,193.5,12.2,6.1
wickairport,1986,6,0,43.5,178.7,13.8,7.9
wickairport,1986,7,0,66.8,141.9,15.6,9.7
wickairport,1986,8,0,72.8,150.8,13.5,7.9
wickairport,1986,9,0,67.8,106.0,13.1,6.2
wickairport,1986,10,1,66.0,110.6,11.8,6.6
wickairport,1986,11,3,41.5,52.3,9.1,3.3
wickairport,1986,12,9,114.6,26.7,6.2,1.3
wickairport,1987,1,12,50.0,29.4,4.8,0.4
wickairport,1987,2,12,67.4,61.6,5.3,0.1
wickairport,1987,3,12,117.1,119.8,5.9,0.6
wickairport,1987,4,3,42.1,123.8,10.9,4.2
wickairport,1987,5,1,41.8,143.3,10.8,4.9
wickairport,1987,6,0,31.8,165.3,12.6,5.5
wickairport,1987,7,0,99.4,87.4,14.8,9.9
wickairport,1987,8,0,54.2,114.9,15.0,9.6
wickairport,1987,9,0,62.5,148.2,14.0,8.1
wickairport,1987,10,1,114.1,86.8,10.9,5.8
wickairport,1987,11,4,69.4,50.8,8.4,3.4
wickairport,1987,12,10,58.2,43.2,7.7,2.0
wickairport,1988,1,14,86.4,59.0,6.2,1.3
wickairport,1988,2,8,60.1,74.6,6.4,1.4
wickairport,1988,3,12,79.7,122.1,7.0,1.1
wickairport,1988,4,5,49.8,140.5,9.3,3.2
wickairport,1988,5,0,54.9,213.9,11.4,6.3
wickairport,1988,6,0,12.5,149.2,14.4,8.7
wickairport,1988,7,0,86.7,144.7,15.3,10.0
wickairport,1988,8,0,91.0,110.2,15.6,10.0
wickairport,1988,9,0,62.7,123.5,14.9,8.9
wickairport,1988,10,0,102.0,62.4,11.4,6.6
wickairport,1988,11,3,76.5,63.3,8.6,3.3
wickairport,1988,12,1,67.4,22.9,8.9,3.9
wickairport,1989,1,2,24.5,73.1,9.4,3.8
wickairport,1989,2,8,86.0,88.6,7.2,1.0
wickairport,1989,3,8,42.5,137.4,8.3,1.6
wickairport,1989,4,6,50.0,123.3,8.3,2.5
wickairport,1989,5,0,33.6,232.0,12.5,5.5
wickairport,1989,6,1,30.9,205.1,14.3,6.9
wickairport,1989,7,0,57.1,158.0,16.9,10.1
wickairport,1989,8,0,65.5,130.8,16.0,9.5
wickairport,1989,9,1,47.1,137.2,14.5,7.7
wickairport,1989,10,0,74.2,84.7,11.8,6.5
wickairport,1989,11,3,43.2,83.4,8.7,4.3
wickairport,1989,12,13,49.4,39.6,6.6,0.9
wickairport,1990,1,6,39.5,60.8,7.6,2.1
wickairport,1990,2,4,115.1,79.9,7.5,2.1
wickairport,1990,3,4,70.4,91.5,9.5,3.0
wickairport,1990,4,5,53.8,188.2,9.9,2.7
wickairport,1990,5,0,25.6,203.4,12.2,6.1
wickairport,1990,6,0,69.8,103.3,13.6,8.5
wickairport,1990,7,0,44.5,214.0,16.2,9.6
wickairport,1990,8,0,83.2,148.7,17.1,10.9
wickairport,1990,9,0,95.2,106.2,13.7,7.0
wickairport,1990,10,2,71.3,96.3,12.0,7.2
wickairport,1990,11,2,89.1,55.1,8.3,3.7
wickairport,1990,12,7,76.7,29.4,6.7,1.8
wickairport,1991,1,12,44.7,77.8,5.8,0.5
wickairport,1991,2,7,44.8,54.3,5.1,0.5
wickairport,1991,3,1,89.2,93.5,8.9,3.4
wickairport,1991,4,2,24.0,174.7,9.5,3.9
wickairport,1991,5,0,49.6,151.7,11.7,5.8
wickairport,1991,6,1,74.1,167.4,12.2,5.9
wickairport,1991,7,0,63.8,102.7,16.0,10.9
wickairport,1991,8,0,35.1,164.1,17.8,10.7
wickairport,1991,9,2,44.8,150.4,14.4,7.5
wickairport,1991,10,0,72.1,54.5,11.2,6.5
wickairport,1991,11,4,128.0,42.9,8.6,3.1
wickairport,1991,12,4,51.2,21.0,7.6,2.0
wickairport,1992,1,7,46.8,39.8,7.5,2.0
wickairport,1992,2,6,64.3,61.5,7.7,2.1
wickairport,1992,3,5,87.5,63.6,7.7,1.9
wickairport,1992,4,1,61.7,104.2,9.4,3.9
wickairport,1992,5,2,43.7,234.3,12.6,6.1
wickairport,1992,6,0,41.0,152.5,15.1,8.6
wickairport,1992,7,0,65.2,115.2,15.7,10.0
wickairport,1992,8,0,151.2,133.9,15.1,9.6
wickairport,1992,9,0,96.1,89.6,13.5,8.4
wickairport,1992,10,3,97.3,74.9,9.7,3.9
wickairport,1992,11,6,79.8,51.1,8.3,2.5
