station,yyyy,mm,af,rain,sun,tmax,tmin
whitby,2012,1,6,32.3,85.2,7.9,2.2
whitby,2012,2,11,16.0,93.2,8.3,2.0
whitby,2012,3,1,22.3,203.2,13.1,4.0
whitby,2012,4,2,135.6,127.4,10.2,3.9
whitby,2012,5,1,55.6,178.0,13.2,6.3
whitby,2012,6,0,97.0,137.1,16.5,9.5
whitby,2012,7,0,72.0,176.0,18.9,11.4
whitby,2012,8,0,61.5,169.6,20.4,11.9
whitby,2012,9,0,82.8,175.9,17.5,9.1
whitby,2012,10,1,61.4,132.4,12.4,5.4
whitby,2012,11,1,137.2,71.5,9.6,3.6
whitby,2012,12,9,109.2,53.2,7.2,1.8
whitby,2013,1,12,81.4,53.9,6.0,1.2
whitby,2013,2,10,25.2,69.2,5.8,0.5
whitby,2013,3,8,46.4,67.3,4.7,0.7
whitby,2013,4,0,7.4,192.7,11.2,4.1
whitby,2013,5,0,97.4,209.6,14.5,5.9
whitby,2013,6,0,43.9,208.8,17.2,8.6
whitby,2013,7,0,21.0,252.7,22.4,12.6
whitby,2013,8,0,35.1,215.4,21.7,12.2
whitby,2013,9,0,43.5,149.4,17.3,9.7
whitby,2013,10,0,61.3,107.3,15.4,9.4
whitby,2013,11,4,31.0,78.2,9.1,3.2
whitby,2013,12,2,52.8,67.9,9.1,2.8
whitby,2014,1,5,112.7,56.9,7.7,2.6
whitby,2014,2,2,88.5,113.6,8.9,3.1
whitby,2014,3,6,31.7,147.9,11.4,3.4
whitby,2014,4,2,40.3,143.5,13.0,6.0
whitby,2014,5,1,100.1,192.5,15.8,8.1
whitby,2014,6,0,39.6,183.4,17.9,10.9
whitby,2014,7,0,40.7,228.2,20.8,12.2
whitby,2014,8,0,94.1,239.7,19.0,10.8
whitby,2014,9,0,21.5,106.7,17.1,10.4
whitby,2014,10,0,62.8,122.8,15.3,8.8
whitby,2014,11,1,67.6,56.3,11.1,5.8
whitby,2014,12,9,35.1,84.7,7.9,2.2
whitby,2015,1,10,35.6,86.2,7.2,1.6
whitby,2015,2,6,23.2,99.2,7.5,1.7
whitby,2015,3,3,16.1,128.0,9.9,3.0
whitby,2015,4,1,12.9,234.4,12.8,3.9
whitby,2015,5,0,60.2,241.5,15.0,6.6
whitby,2015,6,0,30.2,241.5,18.1,8.4
whitby,2015,7,0,62.3,221.1,19.5,11.2
whitby,2015,8,0,53.9,220.2,20.4,11.8
whitby,2015,9,0,52.7,154.7,16.0,8.5
whitby,2015,10,0,49.8,96.0,14.1,7.5
whitby,2015,11,1,92.0,64.1,11.9,5.8
whitby,2015,12,0,79.5,40.8,11.8,5.5
whitby,2016,1,3,166.6,38.1,7.9,2.9
whitby,2016,2,7,41.6,117.0,7.8,1.5
whitby,2016,3,3,90.1,110.3,9.3,2.6
whitby,2016,4,1,63.8,171.3,10.8,3.7
whitby,2016,5,0,41.9,171.0,14.3,7.0
whitby,2016,6,0,63.5,141.1,16.3,9.8
whitby,2016,7,0,31.3,216.0,21.2,12.8
whitby,2016,8,0,66.4,232.0,20.5,12.6
whitby,2016,9,0,25.2,134.3,19.4,12.1
whitby,2016,10,0,35.7,114.2,13.6,8.5
whitby,2016,11,5,82.7,71.7,8.7,3.1
whitby,2016,12,3,27.7,58.3,9.3,3.8
whitby,2017,1,8,30.3,65.8,6.9,2.0
whitby,2017,2,2,34.7,73.2,8.9,3.7
whitby,2017,3,3,28.8,151.2,12.1,4.6
whitby,2017,4,0,21.3,204.8,13.2,5.1
whitby,2017,5,0,29.2,213.0,16.6,8.9
whitby,2017,6,0,135.3,201.6,19.8,11.5
whitby,2017,7,0,61.6,208.9,19.8,11.8
whitby,2017,8,0,55.6,200.1,20.0,11.5
whitby,2017,9,0,79.9,137.5,17.2,10.4
whitby,2017,10,0,43.2,110.6,15.6,9.7
whitby,2017,11,2,74.3,85.4,9.7,4.0
whitby,2017,12,8,36.9,68.7,7.8,2.4
whitby,2018,1,4,49.6,67.4,7.1,2.5
whitby,2018,2,10,48.4,75.1,5.4,0.8
whitby,2018,3,9,110.8,90.1,7.4,1.5
whitby,2018,4,0,77.1,153.7,13.4,5.8
whitby,2018,5,0,30.1,249.2,17.0,7.8
whitby,2018,6,0,9.9,219.1,18.0,10.3
whitby,2018,7,0,34.1,235.1,22.3,13.3
whitby,2018,8,0,20.8,184.6,21.2,12.3
whitby,2018,9,0,49.8,178.0,18.1,9.6
whitby,2018,10,0,57.9,136.8,14.8,7.3
whitby,2018,11,1,74.7,82.3,10.9,6.2
whitby,2018,12,5,55.6,62.1,8.7,3.5
whitby,2019,1,10,34.5,69.1,7.2,2.1
whitby,2019,2,4,28.9,130.2,11.4,3.1
whitby,2019,3,0,53.3,168.4,12.3,4.3
whitby,2019,4,2,19.5,211.6,12.0,4.2
whitby,2019,5,0,25.7,201.5,14.9,7.1
whitby,2019,6,0,97.3,168.5,17.8,10.2
whitby,2019,7,0,36.0,215.5,21.9,13.4
whitby,2019,8,0,35.6,189.9,21.7,13.1
whitby,2019,9,0,54.8,176.8,18.3,10.1
whitby,2019,10,0,112.6,83.3,12.5,6.5
whitby,2019,11,4,92.1,41.5,9.0,4.7
whitby,2019,12,2,50.6,59.4,8.3,3.2
whitby,2020,1,1,27.0,89.6,9.3,3.5
whitby,2020,2,4,97.5,104.8,9.0,2.8
whitby,2020,3,4,14.3,167.9,10.6,2.6
whitby,2020,4,1,2.3,215.4,13.8,4.9
whitby,2020,5,2,9.6,269.1,17.2,7.0
whitby,2020,6,0,102.2,177.6,17.8,10.3
wickairport,1914,1,,48.3,,5.9,0.9
wickairport,1914,2,,66.0,,7.7,2.3
wickairport,1914,3,,76.7,,6.4,1.1
wickairport,1914,4,,27.9,,10.8,4.4
wickairport,1914,5,,61.0,,10.7,4.4
wickairport,1914,6,,21.1,,13.5,7.6
wickairport,1914,7,,91.9,,14.4,10.2
wickairport,1914,8,,40.6,,15.2,10.2
wickairport,1914,9,,58.9,,13.4,7.9
wickairport,1914,10,,48.8,,11.8,6.1
wickairport,1914,11,,105.2,,8.8,3.0
wickairport,1914,12,,84.1,,5.7,0.5
wickairport,1915,1,,58.4,,5.6,1.3
wickairport,1915,2,,63.5,,5.5,0.9
wickairport,1915,3,,50.8,,6.7,1.0
wickairport,1915,4,,58.4,,8.7,2.4
wickairport,1915,5,,12.7,,9.4,3.6
wickairport,1915,6,,22.9,,12.6,6.8
wickairport,1915,7,,63.5,,14.3,8.9
wickairport,1915,8,,22.9,,14.6,10.3
wickairport,1915,9,,86.4,,13.2,8.7
wickairport,1915,10,,27.9,,10.9,5.2
wickairport,1915,11,,96.5,,6.3,1.2
wickairport,1915,12,,111.8,,5.4,0.2
wickairport,1916,1,,76.2,,7.7,2.8
wickairport,1916,2,,33.0,,5.3,1.0
wickairport,1916,3,,53.3,,4.7,0.6
wickairport,1916,4,,43.2,,8.7,3.0
wickairport,1916,5,,78.7,,9.7,5.1
wickairport,1916,6,,86.4,,11.0,7.3
wickairport,1916,7,,33.0,,13.8,9.6
wickairport,1916,8,,30.5,,13.5,8.8
wickairport,1916,9,,33.0,,13.4,8.1
wickairport,1916,10,,94.0,,11.1,5.4
wickairport,1916,11,,66.0,,9.0,4.3
wickairport,1916,12,,86.4,,6.3,1.0
wickairport,1917,1,,94.0,,4.6,0.8
wickairport,1917,2,,17.8,,5.3,0.4
wickairport,1917,3,,53.3,,5.4,0.2
wickairport,1917,4,,58.4,,6.8,0.0
wickairport,1917,5,,20.3,,10.1,4.7
wickairport,1917,6,,78.7,,13.4,7.5
wickairport,1917,7,,35.6,,14.4,9.5
wickairport,1917,8,,63.5,,14.9,10.7
wickairport,1917,9,,81.3,,14.3,8.3
wickairport,1917,10,,127.0,,9.2,3.1
wickairport,1917,11,,124.5,,9.0,3.6
wickairport,1917,12,,40.6,,5.5,1.1
wickairport,1918,1,,48.3,,4.3,1.8
wickairport,1918,2,,58.4,,7.2,2.8
wickairport,1918,3,,35.6,,7.3,1.8
wickairport,1918,4,,30.5,,7.4,2.4
wickairport,1918,5,,35.6,,11.7,6.9
wickairport,1918,6,,40.6,,13.0,6.2
wickairport,1918,7,,139.7,,13.6,9.7
wickairport,1918,8,,127.0,,15.0,10.3
wickairport,1918,9,,101.6,,11.5,5.3
wickairport,1918,10,,48.3,,10.8,5.6
wickairport,1918,11,,53.3,,8.5,3.1
wickairport,1918,12,,96.5,,6.9,2.7
wickairport,1919,1,,81.3,,5.8,2.4
wickairport,1919,2,,38.1,,4.3,1.1
wickairport,1919,3,,86.4,,4.9,0.4
wickairport,1919,4,,50.8,,9.2,2.7
wickairport,1919,5,,15.2,,10.8,6.3
wickairport,1919,6,,73.7,,13.5,7.7
wickairport,1919,7,,20.3,,13.7,8.3
wickairport,1919,8,,86.4,,14.7,8.8
wickairport,1919,9,,96.5,,13.3,6.7
wickairport,1919,10,,71.1,,10.2,4.7
wickairport,1919,11,,124.5,,5.7,0.2
wickairport,1919,12,,124.5,,5.7,0.5
wickairport,1920,1,,83.8,,5.8,0.2
wickairport,1920,2,,60.2,,7.4,1.7
wickairport,1920,3,,80.5,,7.7,1.9
wickairport,1920,4,,50.8,,7.8,2.9
wickairport,1920,5,,72.6,,10.9,5.1
wickairport,1920,6,,19.8,,12.6,7.9
wickairport,1920,7,,48.0,,14.8,8.6
wickairport,1920,8,,24.1,,14.0,8.4
wickairport,1920,9,,62.0,,13.3,7.1
wickairport,1920,10,,15.7,,11.8,8.6
wickairport,1920,11,,84.6,,9.9,5.0
wickairport,1920,12,,60.7,,7.0,2.3
wickairport,1921,1,,71.6,,7.2,1.7
wickairport,1921,2,,28.7,,7.9,3.1
wickairport,1921,3,,40.9,,7.9,1.6
wickairport,1921,4,,25.9,,9.6,3.7
wickairport,1921,5,,43.2,,11.9,5.1
wickairport,1921,6,,28.4,,13.2,7.3
wickairport,1921,7,,61.5,,14.9,9.3
wickairport,1921,8,,47.2,,14.1,8.6
wickairport,1921,9,,80.8,,13.7,8.5
wickairport,1921,10,,58.7,,12.2,7.4
wickairport,1921,11,,49.5,,7.1,3.4
wickairport,1921,12,,105.2,,7.2,3.3
wickairport,1922,1,,83.1,,4.9,1.9
wickairport,1922,2,,45.7,,5.8,1.7
wickairport,1922,3,,42.7,,6.7,1.9
wickairport,1922,4,,86.6,,6.9,1.4
wickairport,1922,5,,46.5,,11.8,5.2
wickairport,1922,6,,46.0,,12.5,6.9
wickairport,1922,7,,80.3,,13.3,7.8
wickairport,1922,8,,52.1,,13.6,8.3
wickairport,1922,9,,71.4,,12.6,7.2
wickairport,1922,10,,39.1,,10.2,5.9
wickairport,1922,11,,67.8,,8.1,3.8
wickairport,1922,12,,60.5,,7.1,3.6
wickairport,1923,1,,100.8,,7.1,3.1
wickairport,1923,2,,62.0,,5.7,
wickairport,1923,3,,18.3,,6.9,3.9
wickairport,1923,4,,69.6,,7.0,3.8
wickairport,1923,5,,93.2,,9.3,3.9
wickairport,1923,6,,57.4,,12.2,7.0
wickairport,1923,7,,69.9,,15.2,10.1
wickairport,1923,8,,91.4,,14.3,9.3
wickairport,1923,9,,84.8,,12.8,7.3
wickairport,1923,10,,112.3,,10.2,5.4
wickairport,1923,11,,111.0,,5.9,2.0
wickairport,1923,12,,110.5,,5.4,1.9
wickairport,1924,1,,49.5,,6.1,3.4
wickairport,1924,2,,57.2,,5.7,2.7
wickairport,1924,3,,39.9,,4.9,0.9
wickairport,1924,4,,26.2,,8.2,2.6
wickairport,1924,5,,58.4,,9.4,5.1
wickairport,1924,6,,36.6,,12.1,7.4
wickairport,1924,7,,97.8,,14.8,9.6
wickairport,1924,8,,58.4,,14.8,10.3
wickairport,1924,9,,103.1,,13.2,8.1
wickairport,1924,10,,59.7,,11.1,6.9
wickairport,1924,11,,37.8,,9.2,6.2
wickairport,1924,12,,37.6,,8.2,5.1
wickairport,1925,1,,39.6,,6.6,3.7
wickairport,1925,2,,77.2,,5.7,1.7
wickairport,1925,3,,58.7,,6.7,1.7
wickairport,1925,4,,41.9,,8.2,3.1
wickairport,1925,5,,53.6,,10.4,6.5
wickairport,1925,6,,34.5,,13.7,8.3
wickairport,1925,7,,77.5,,15.4,10.8
wickairport,1925,8,,47.0,,14.1,9.5
wickairport,1925,9,,47.0,,11.5,7.4
wickairport,1925,10,,73.9,,10.4,6.7
wickairport,1925,11,,47.5,,6.7,2.5
wickairport,1925,12,,65.8,,4.1,0.2
wickairport,1926,1,,56.4,,6.3,3.6
wickairport,1926,2,,53.3,,6.7,3.3
wickairport,1926,3,,70.6,,7.6,3.1
wickairport,1926,4,,68.8,,9.2,5.0
wickairport,1926,5,,48.0,,9.8,5.0
wickairport,1926,6,,39.1,,11.9,8.2
wickairport,1926,7,,39.6,,14.9,10.1
wickairport,1926,8,,51.3,,15.1,10.3
wickairport,1926,9,,76.2,,13.4,8.4
wickairport,1926,10,,158.5,,8.7,3.6
wickairport,1926,11,,62.2,,7.9,3.7
wickairport,1926,12,,89.7,,6.7,2.8
wickairport,1927,1,,62.5,,6.2,1.9
wickairport,1927,2,,50.3,,6.8,2.9
wickairport,1927,3,,40.9,,8.2,3.9
wickairport,1927,4,,106.9,,8.0,2.1
wickairport,1927,5,,52.6,,8.9,4.3
wickairport,1927,6,,73.4,,11.3,6.1
wickairport,1927,7,,32.5,,14.4,10.1
wickairport,1927,8,,50.8,,14.6,10.3
wickairport,1927,9,,83.3,,12.1,7.6
wickairport,1927,10,,101.6,,10.7,5.8
wickairport,1927,11,,92.2,,7.6,3.8
wickairport,1927,12,,22.4,,5.3,2.1
wickairport,1928,1,,119.4,,5.7,2.0
wickairport,1928,2,,42.9,,6.6,2.2
wickairport,1928,3,,42.9,,6.2,3.4
wickairport,1928,4,,40.6,,8.1,4.2
wickairport,1928,5,,36.6,,9.4,6.0
wickairport,1928,6,,81.0,,11.2,6.3
wickairport,1928,7,,55.1,,13.8,9.4
wickairport,1928,8,,53.1,,13.1,9.6
wickairport,1928,9,,60.7,,12.8,7.9
wickairport,1928,10,,64.5,,11.1,6.6
wickairport,1928,11,,116.3,,8.6,4.5
wickairport,1928,12,,88.1,,6.2,3.3
wickairport,1929,1,,32.5,,4.8,0.9
wickairport,1929,2,,35.6,,4.3,1.4
wickairport,1929,3,,22.4,,9.1,3.5
wickairport,1929,4,,42.9,,6.6,1.9
wickairport,1929,5,,49.3,,10.9,5.8
wickairport,1929,6,,96.8,,12.0,7.4
wickairport,1929,7,,33.3,,14.4,9.0
wickairport,1929,8,,121.7,,14.3,9.4
wickairport,1929,9,,89.4,,14.4,9.2
wickairport,1929,10,,112.0,,10.2,5.3
wickairport,1929,11,,81.3,,7.9,4.3
wickairport,1929,12,,142.5,,6.5,3.8
wickairport,1930,1,,51.1,,5.9,2.6
wickairport,1930,2,,31.0,,5.3,1.1
wickairport,1930,3,,40.6,,5.4,0.7
wickairport,1930,4,,53.8,,8.2,4.4
wickairport,1930,5,,38.4,,9.8,5.6
wickairport,1930,6,,81.0,,14.1,8.5
wickairport,1930,7,,34.5,,14.4,9.9
wickairport,1930,8,,141.5,,14.9,10.7
wickairport,1930,9,,98.3,,13.5,9.8
wickairport,1930,10,,92.5,,10.4,7.0
wickairport,1930,11,,97.8,,6.9,2.8
wickairport,1930,12,3,51.8,,7.2,3.0
wickairport,1931,1,9,79.5,,5.5,0.6
wickairport,1931,2,9,73.8,,5.2,0.2
wickairport,1931,3,14,29.7,,4.7,0.5
wickairport,1931,4,0,46.2,,8.3,2.9
wickairport,1931,5,0,124.6,,10.6,6.0
wickairport,1931,6,0,72.8,,12.0,7.1
wickairport,1931,7,0,74.5,,14.2,10.1
wickairport,1931,8,0,27.1,,13.2,
wickairport,1931,9,0,23.8,,12.8,7.7
wickairport,1931,10,3,74.4,,10.9,4.8
wickairport,1931,11,0,67.0,,9.7,6.1
wickairport,1931,12,3,71.1,,8.2,3.1
wickairport,1932,1,3,86.5,,8.2,2.6
wickairport,1932,2,5,13.8,,7.6,3.0
wickairport,1932,3,8,52.0,,6.6,1.9
wickairport,1932,4,3,75.4,,7.6,1.6
wickairport,1932,5,0,35.5,,10.1,5.5
wickairport,1932,6,0,16.6,,12.6,7.8
wickairport,1932,7,0,76.3,,15.5,9.9
wickairport,1932,8,0,69.0,,15.6,10.4
wickairport,1932,9,1,97.1,,13.5,7.4
wickairport,1932,10,3,125.3,,9.8,4.6
wickairport,1932,11,1,74.3,,8.4,3.0
wickairport,1932,12,5,51.1,,7.7,2.9
wickairport,1933,1,8,44.6,,5.7,0.8
wickairport,1933,2,10,86.8,,5.3,0.5
wickairport,1933,3,2,47.4,,8.5,3.4
wickairport,1933,4,1,34.4,,9.2,3.9
wickairport,1933,5,1,18.4,,10.3,5.7
wickairport,1933,6,0,37.2,,14.8,8.7
wickairport,1933,7,0,56.2,,17.3,11.5
wickairport,1933,8,0,65.4,,17.0,10.7
wickairport,1933,9,0,29.8,,14.6,8.3
wickairport,1933,10,0,98.8,,11.4,5.9
wickairport,1933,11,1,74.7,,8.8,4.2
wickairport,1933,12,3,27.8,,7.3,2.9
wickairport,1934,1,1,46.7,,7.2,2.5
wickairport,1934,2,3,41.1,,,2.1
wickairport,1934,3,8,53.3,,7.1,0.8
wickairport,1934,4,3,134.4,,8.0,2.8
wickairport,1934,5,1,44.6,,11.9,4.6
wickairport,1934,6,0,26.9,,13.3,7.9
wickairport,1934,7,0,58.4,,16.0,10.5
wickairport,1934,8,0,103.9,,15.8,10.3
wickairport,1934,9,0,58.5,,14.8,8.9
wickairport,1934,10,2,124.2,,11.5,5.0
wickairport,1934,11,6,51.0,,8.6,2.6
wickairport,1934,12,0,63.6,,8.8,5.7
wickairport,1935,1,4,90.7,,7.4,3.0
wickairport,1935,2,10,65.3,,6.4,0.6
wickairport,1935,3,4,48.9,,8.5,3.2
wickairport,1935,4,7,72.7,,8.3,3.0
wickairport,1935,5,2,14.1,,9.9,4.8
wickairport,1935,6,0,23.3,,12.9,8.0
wickairport,1935,7,0,66.2,,16.3,9.3
wickairport,1935,8,0,74.4,,16.0,10.4
wickairport,1935,9,1,104.0,,13.8,8.0
wickairport,1935,10,1,115.9,,10.4,4.2
wickairport,1935,11,0,115.9,,8.8,4.2
wickairport,1935,12,13,78.2,,5.7,0.4
wickairport,1936,1,15,103.1,,5.0,0.0
wickairport,1936,2,10,37.7,,5.2,0.4
wickairport,1936,3,5,34.9,,7.1,2.5
wickairport,1936,4,5,32.5,,8.3,1.8
wickairport,1936,5,0,49.7,,10.2,5.8
wickairport,1936,6,0,28.1,,13.7,7.3
wickairport,1936,7,0,121.2,,15.4,10.5
wickairport,1936,8,0,64.2,,16.1,10.5
wickairport,1936,9,0,69.6,,13.8,9.3
wickairport,1936,10,2,88.0,,11.4,4.8
wickairport,1936,11,2,67.2,,8.9,2.9
wickairport,1936,12,4,83.1,,7.3,1.8
wickairport,1937,1,3,99.1,,6.6,2.5
wickairport,1937,2,9,88.1,,5.3,0.6
wickairport,1937,3,14,49.8,,4.7,0.2
wickairport,1937,4,1,29.1,,8.7,3.9
wickairport,1937,5,0,17.5,,11.4,6.4
wickairport,1937,6,1,70.4,,13.8,8.0
wickairport,1937,7,0,49.7,,15.2,10.6
wickairport,1937,8,0,78.5,,15.4,9.9
wickairport,1937,9,0,44.4,,14.3,7.6
wickairport,1937,10,1,63.8,,12.2,6.5
wickairport,1937,11,4,37.2,,8.3,3.5
wickairport,1937,12,10,56.0,,6.1,1.0
wickairport,1938,1,4,89.9,,7.2,2.3
wickairport,1938,2,2,52.0,,7.2,1.9
wickairport,1938,3,1,53.7,,11.0,4.3
wickairport,1938,4,4,39.6,,10.0,3.4
wickairport,1938,5,2,66.4,,10.9,5.3
wickairport,1938,6,0,89.2,,13.4,7.9
wickairport,1938,7,0,87.9,,15.0,9.7
wickairport,1938,8,0,60.3,,15.6,9.3
wickairport,1938,9,0,74.5,,14.3,8.4
wickairport,1938,10,0,113.1,,11.9,6.3
wickairport,1938,11,4,71.2,,9.3,4.3
wickairport,1938,12,5,49.9,,6.9,2.5
wickairport,1939,1,16,93.6,,5.4,0.4
wickairport,1939,2,3,31.8,,7.8,2.9
wickairport,1939,3,1,49.5,,7.5,2.6
wickairport,1939,4,1,25.2,,9.0,3.4
wickairport,1939,5,0,19.9,,11.4,6.7
wickairport,1939,6,0,31.2,,14.5,8.2
wickairport,1939,7,0,118.3,,14.2,9.7
wickairport,1939,8,0,40.3,,15.4,10.6
wickairport,1939,9,0,40.5,,14.6,9.4
wickairport,1939,10,0,39.7,,10.5,5.1
wickairport,1939,11,2,104.5,,9.4,4.3
wickairport,1939,12,5,85.0,,6.7,2.6
wickairport,1940,1,14,36.3,,4.3,1.1
wickairport,1940,2,7,18.0,,5.1,0.9
wickairport,1940,3,12,45.1,,6.8,0.7
wickairport,1940,4,1,74.1,,8.2,3.5
wickairport,1940,5,0,44.3,,11.9,7.0
wickairport,1940,6,0,25.4,,15.1,8.9
wickairport,1940,7,0,114.6,,14.1,9.9
wickairport,1940,8,0,64.3,,15.2,8.6
wickairport,1940,9,0,57.7,,13.4,7.1
wickairport,1940,10,0,57.3,,11.1,6.7
wickairport,1940,11,0,99.2,,8.8,3.3
wickairport,1940,12,5,49.6,,6.8,2.0
wickairport,1941,1,12,29.8,,3.9,0.6
wickairport,1941,2,12,69.0,,4.6,0.4
wickairport,1941,3,10,38.3,,5.7,0.3
wickairport,1941,4,2,36.7,,7.0,2.3
wickairport,1941,5,3,23.1,,9.4,4.2
wickairport,1941,6,0,12.8,,13.6,7.8
wickairport,1941,7,0,50.4,,15.5,9.9
wickairport,1941,8,0,104.8,,15.0,9.6
wickairport,1941,9,0,39.5,,15.2,9.8
wickairport,1941,10,2,88.2,,11.8,5.2
wickairport,1941,11,2,81.6,,9.0,4.6
wickairport,1941,12,3,52.6,,7.7,2.7
wickairport,1942,1,14,111.0,,4.5,0.0
wickairport,1942,2,15,58.1,,4.7,0.6
wickairport,1942,3,10,31.1,,5.9,1.1
wickairport,1942,4,2,24.5,,9.5,3.4
wickairport,1942,5,2,49.8,,11.3,4.3
wickairport,1942,6,0,24.8,,13.5,7.0
wickairport,1942,7,0,98.1,,15.9,9.0
wickairport,1942,8,0,43.5,,15.5,10.2
wickairport,1942,9,0,81.7,,14.4,7.4
wickairport,1942,10,0,109.1,,11.0,5.1
wickairport,1942,11,3,34.4,,8.6,3.2
wickairport,1942,12,6,91.3,,7.9,3.0
wickairport,1943,1,6,58.9,,6.4,1.8
wickairport,1943,2,3,83.1,,8.7,2.2
wickairport,1943,3,4,26.8,,9.1,3.0
wickairport,1943,4,2,63.5,,11.3,4.2
wickairport,1943,5,1,56.4,,11.8,5.3
wickairport,1943,6,0,44.7,,14.4,8.1
wickairport,1943,7,0,89.0,,15.4,8.9
wickairport,1943,8,0,84.7,,14.9,8.2
wickairport,1943,9,0,90.0,,14.2,8.0
wickairport,1943,10,0,43.1,,12.9,7.6
wickairport,1943,11,1,103.8,,8.1,3.2
wickairport,1943,12,3,51.6,,7.2,2.3
wickairport,1944,1,8,92.9,,7.1,1.5
wickairport,1944,2,8,50.6,,6.6,1.0
wickairport,1944,3,12,67.9,,7.2,1.1
wickairport,1944,4,2,51.9,,10.1,4.5
wickairport,1944,5,0,60.9,,11.3,5.9
wickairport,1944,6,0,75.0,,13.3,7.7
wickairport,1944,7,0,34.8,,14.7,10.4
wickairport,1944,8,0,40.2,,16.8,10.2
wickairport,1944,9,0,77.9,,13.6,7.0
wickairport,1944,10,0,76.1,,11.2,5.5
wickairport,1944,11,4,107.4,,6.9,1.7
wickairport,1944,12,7,79.5,,6.2,1.4
wickairport,1945,1,23,93.1,,3.7,2.5
wickairport,1945,2,4,48.9,,8.1,2.3
wickairport,1945,3,0,29.2,88.1,10.4,4.4
wickairport,1945,4,2,44.7,136.6,10.7,4.1
wickairport,1945,5,0,64.3,165.3,11.5,5.8
wickairport,1945,6,0,72.9,183.8,14.5,8.2
wickairport,1945,7,0,73.9,108.0,16.7,10.9
wickairport,1945,8,0,59.3,132.5,16.1,9.5
wickairport,1945,9,0,63.5,131.7,15.2,8.4
wickairport,1945,10,1,95.1,68.1,13.2,7.3
wickairport,1945,11,0,31.7,41.2,10.3,6.0
wickairport,1945,12,3,137.4,23.1,8.1,2.5
wickairport,1946,1,6,34.1,65.1,6.5,1.6
wickairport,1946,2,10,82.8,68.2,6.4,0.4
wickairport,1946,3,6,40.8,89.5,8.0,1.9
wickairport,1946,4,2,31.6,151.8,11.4,3.6
wickairport,1946,5,1,35.6,200.8,11.5,5.0
wickairport,1946,6,0,69.3,183.4,14.7,7.4
wickairport,1946,7,0,87.8,138.0,16.6,10.5
wickairport,1946,8,0,50.4,197.8,16.1,8.7
wickairport,1946,9,0,54.7,129.3,15.0,8.8
wickairport,1946,10,1,9.7,78.3,11.3,6.1
wickairport,1946,11,6,107.0,33.1,9.3,3.9
wickairport,1946,12,7,48.2,45.4,6.9,1.3
wickairport,1947,1,4,75.1,46.1,5.9,1.6
wickairport,1947,2,24,36.4,62.7,2.2,2.9
wickairport,1947,3,17,43.9,127.6,,2.5
wickairport,1947,4,5,46.0,141.0,,2.9
wickairport,1947,5,0,31.4,176.8,,6.1
wickairport,1947,6,0,64.4,121.9,,8.0
wickairport,1947,7,0,22.4,195.1,,10.0
wickairport,1947,8,0,1.4,248.4,18.3,11.0
wickairport,1947,9,0,98.9,118.1,15.0,8.3
wickairport,1947,10,0,41.1,74.7,12.5,7.4
wickairport,1947,11,8,128.3,49.3,7.6,2.3
wickairport,1947,12,8,89.7,28.7,7.1,2.3
wickairport,1948,1,10,100.3,47.9,5.2,0.6
wickairport,1948,2,2,58.2,79.0,6.4,1.8
wickairport,1948,3,2,27.2,171.3,10.4,3.4
wickairport,1948,4,5,41.2,163.6,10.2,3.5
wickairport,1948,5,4,42.8,252.9,11.6,4.5
wickairport,1948,6,0,72.9,184.4,13.8,8.1
wickairport,1948,7,0,44.1,147.7,15.5,9.5
wickairport,1948,8,0,74.6,83.6,14.2,9.9
wickairport,1948,9,1,78.7,133.2,14.4,8.0
wickairport,1948,10,5,110.0,81.6,10.6,4.7
wickairport,1948,11,6,55.8,59.3,9.8,3.9
wickairport,1948,12,1,75.7,48.9,8.0,4.1
wickairport,1949,1,13,101.4,39.4,7.2,1.1
wickairport,1949,2,7,53.1,114.8,8.1,1.4
wickairport,1949,3,9,88.5,85.5,6.8,1.5
wickairport,1949,4,6,44.4,131.9,11.4,3.6
wickairport,1949,5,0,50.3,191.5,12.2,5.5
wickairport,1949,6,0,35.5,244.5,14.5,6.4
wickairport,1949,7,0,17.4,154.4,16.6,9.5
wickairport,1949,8,0,100.0,117.5,15.9,10.2
wickairport,1949,9,0,60.4,98.9,15.3,10.1
wickairport,1949,10,2,29.3,96.4,12.8,7.4
wickairport,1949,11,3,72.2,56.5,9.6,3.9
wickairport,1949,12,7,98.9,34.7,6.4,0.9
wickairport,1950,1,4,88.0,46.9,7.0,2.8
wickairport,1950,2,11,48.2,87.4,6.0,0.1
wickairport,1950,3,5,66.3,108.9,9.2,3.3
wickairport,1950,4,5,62.0,170.9,9.1,2.2
wickairport,1950,5,1,18.4,198.1,11.7,5.0
wickairport,1950,6,0,49.7,158.6,15.9,8.4
wickairport,1950,7,0,90.3,163.3,15.8,10.2
wickairport,1950,8,0,87.3,187.8,16.6,10.9
wickairport,1950,9,0,122.2,117.6,13.8,8.0
wickairport,1950,10,1,44.4,106.2,11.8,6.0
wickairport,1950,11,7,104.3,67.3,7.1,2.1
wickairport,1950,12,19,115.7,24.2,3.8,1.1
wickairport,1951,1,8,66.4,60.9,5.0,1.0
wickairport,1951,2,8,88.1,56.2,5.6,0.6
wickairport,1951,3,14,92.7,102.1,6.0,0.6
wickairport,1951,4,7,62.3,161.4,7.9,1.3
