                         tmax  tmin    af   rain    sun   asml        lat      long           gridRef
station         yyyy mm                                                                              
aberporth       1941 1    NaN   NaN   NaN   74.7    NaN  133.0  52.139000 -4.570000   224100E 252100N
                     11   7.9   2.2   5.0   52.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     12   9.6   4.1   2.0   59.0    NaN   36.0  58.454000 -3.088000   336500E 952200N
                2017 1    7.4   2.4   6.0   96.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     2    7.8   2.8   6.0   56.9    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     3    9.2   3.2   3.0   63.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     4   10.3   3.9   2.0   39.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     5   13.7   7.4   0.0   25.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     6   15.2   9.6   0.0  128.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     7   16.2   9.7   0.0   72.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     8   16.3  10.4   0.0   80.0    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     9   14.5   9.9   0.0   87.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     10  13.1   7.9   0.0   87.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     11   7.4   2.5   1.0  139.0    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     12   6.7   1.6  11.0   71.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                2018 1    5.5   1.0  12.0   56.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     2    5.5   0.5   9.0   34.1    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     3    6.1   1.3   6.0   67.0    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     4   10.2   3.8   4.0   39.2    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     5   13.6   6.8   0.0   32.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     6   15.3   8.8   0.0   17.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     7   18.6  11.4   0.0   57.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     8   16.6  10.1   0.0   52.7    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     9   14.5   8.0   0.0   86.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     10  11.9   6.2   1.0   94.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     11  10.1   6.3   0.0   53.0    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     12   7.7   3.4   5.0   36.3    NaN   36.0  58.454000 -3.088000   336500E 952200N
                2019 1    6.1   1.3  11.0   62.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     2    9.1   3.3   5.0   44.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     3    9.1   3.3   4.0   64.2    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     4   10.2   5.8   1.0   32.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     5   11.3   4.6   4.0   51.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     6   14.7   8.9   0.0   63.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     7   17.0  11.3   0.0   62.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     8   16.8  11.2   0.0   92.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     9   14.6   8.8   0.0   52.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     10  11.4   5.8   1.0   69.2    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     11   7.5   3.8   5.0  115.2    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     12   7.4   2.6   7.0   52.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                2020 1    8.2   3.0   3.0   43.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     2    6.8   1.4   5.0   73.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     3    8.2   2.0   6.0   21.8    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     4   10.3   3.8   4.0   14.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     5   12.8   5.5   2.0   46.4    NaN   36.0  58.454000 -3.088000   336500E 952200N
                     6   14.4   9.3   0.0   47.6    NaN   36.0  58.454000 -3.088000   336500E 952200N
yeovilton       1964 9   20.5   8.8   0.0   37.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  13.6   4.2   5.0   77.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.8   4.7   3.0   45.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   7.7   0.1  17.0   65.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1965 1    7.3   0.8  14.0   74.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    6.5   0.1  13.0    3.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.8   1.4  12.0   75.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.2   3.5   6.0   32.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.1   7.0   1.0   59.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.0   9.2   0.0   41.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   18.7  10.7   0.0  155.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   19.9  10.9   0.0   89.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   16.6   8.2   0.0   77.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  16.0   7.3   1.0   16.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11   9.4   2.1  12.0   88.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.7   1.7   8.0   94.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1966 1    6.3   1.2  11.0   54.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.8   4.8   0.0  100.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.0   2.7   6.0   19.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.1   4.9   1.0   95.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.3   6.2   0.0   73.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.1  10.4   0.0   49.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.1  10.8   0.0   54.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.1  10.7   0.0  106.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.3   9.4   0.0   20.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.9   6.4   2.0  126.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11   9.1   2.3   6.0   90.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12  10.4   2.6   7.0   83.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1967 1    7.7   1.4  12.0   67.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.8   1.7  11.0   78.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.0   3.5   4.0   53.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.9   4.1   4.0   16.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.3   6.5   2.0  131.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.1   9.3   0.0   23.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   21.8  11.8   0.0   65.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.6  11.0   0.0   42.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.9  10.2   0.0   86.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.8   8.2   0.0  133.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11   9.8   1.7  10.0   38.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   8.4   1.6  13.0   53.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1968 1    8.5   2.4   9.0   59.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    5.9   1.7  19.0   48.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.8   1.9  10.0   23.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.8   2.6   9.0   56.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.0   5.6   0.0   51.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.9  10.3   0.0   66.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.5  10.5   0.0   89.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   19.9  12.0   0.0   48.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.5  10.4   0.0   98.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  16.1  10.2   0.0   58.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.2   4.4   5.0   55.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   6.9   0.8  16.0   61.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1969 1    9.7   3.4   6.0   74.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    5.5   1.1  15.0   93.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.0   1.1   9.0   51.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.4   3.4   5.0   36.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.7   7.2   1.0   88.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.7   9.1   0.0   30.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   22.1  11.8   0.0   81.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.6  12.1   0.0   45.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.6  10.2   1.0   56.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  17.1   8.6   1.0   10.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.1   2.4   9.0  118.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   7.3   0.2  15.0   68.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1970 1    8.3   0.8  10.0  112.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    7.7   0.2  13.0   54.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    8.6   0.2  13.0   34.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   11.3   2.7  10.0   46.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   18.0   7.3   0.0   20.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   21.8  10.9   0.0   42.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.2  11.3   0.0   55.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.9  11.2   0.0  100.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.4  10.1   0.0   65.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.2   7.0   2.0   17.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  12.6   5.4   2.0  140.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   7.5   1.1  15.0   36.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1971 1    8.1   2.2   7.0  119.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    8.9   0.1  13.0   27.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.1   1.2  10.0   51.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.8   3.8   2.0   63.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   17.2   6.3   1.0   32.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   17.3   8.6   0.0  112.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   23.4  11.3   0.0   28.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.2  11.9   0.0   88.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   20.5   8.5   0.0    7.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  17.1   7.1   1.0   49.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.2   1.0  11.0   67.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.5   4.2   4.0   44.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1972 1    7.6   1.7   9.0   91.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    8.3   2.1   4.0  108.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.9   1.9   7.0   85.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.1   4.2   4.0   53.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   14.6   6.5   1.0   57.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   15.8   7.2   0.0   78.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.6  11.0   0.0   35.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.6  10.3   0.0   41.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.2   7.2   0.0   28.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.1   6.6   4.0   36.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.6   1.9  11.0   96.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.9   2.4   8.0  125.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1973 1    8.0   1.2  14.0   36.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    8.5   0.9  11.0   29.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.5   0.2  19.0   19.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.6   2.7   4.0   36.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.0   7.2   1.0   65.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.9   9.5   0.0   87.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.0  11.3   0.0   99.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   22.4  11.6   0.0   64.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.9  10.0   0.0   66.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.1   4.5   5.0   31.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.1   2.8  11.0   34.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.3   1.9  12.0   75.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1974 1   10.1   3.4   3.0  123.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.5   2.8   7.0   94.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.8   1.8   9.0   33.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.7   3.5   4.0    8.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.6   6.5   1.0   58.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.2   9.5   0.0   90.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   19.9  11.5   0.0   23.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   19.9   9.9   0.0  101.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   16.4   8.0   0.0  160.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  11.8   4.9   2.0   57.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.1   4.6   0.0  105.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12  11.2   5.7   2.0   34.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1975 1   10.6   3.9   3.0   94.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.3   1.8   7.0   15.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    8.7   2.4   6.0   82.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.9   4.4   6.0   43.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.5   6.5   0.0   30.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   21.6   9.4   0.0    5.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   23.0  12.6   0.0   99.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   24.0  13.4   0.0   58.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.2   8.7   0.0   83.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.8   6.1   4.0   21.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.9   2.7   7.0   58.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   7.8   1.3  12.0   15.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1976 1    9.1   2.7  10.0   10.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    7.6   1.9  10.0   37.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.6   0.7  13.0   56.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.6   2.4   8.0    2.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.9   6.6   1.0   22.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   23.7  11.2   0.0    4.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   24.8  12.4   0.0   19.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   24.7  11.1   0.0   39.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.9   9.6   0.0  150.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.2   7.5   0.0  188.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.5   2.5   8.0   73.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   5.5   0.9  15.0  108.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1977 1    6.7   0.1  14.0   82.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.7   3.1   7.0  110.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.8   4.3   4.0   95.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   11.7   3.0  11.0   25.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.3   5.7   2.0   49.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   16.6   8.5   0.0   74.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   21.2  11.9   0.0   50.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.0  11.2   0.0   86.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.2   9.4   0.0   18.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  16.1   8.3   0.0   26.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.3   3.3   8.0   51.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.7   3.7   2.0   88.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1978 1    7.6   1.0  12.0   80.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    6.2   0.1  14.0  137.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.9   2.9   7.0   61.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   11.0   3.2   6.0   38.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   17.2   6.6   0.0   40.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   18.7   9.3   0.0   41.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   19.0  11.3   0.0   87.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.1  10.8   0.0   28.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.1   8.9   0.0   16.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  16.4   7.4   1.0    5.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  12.7   4.6   5.0   32.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   8.5   2.3  12.0  128.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1979 1    4.7   4.2  24.0   68.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    5.4   1.1  13.0   50.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.0   1.9   8.0  104.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.6   4.1   5.0   60.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   14.0   5.1   4.0  171.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   18.5   9.6   0.0   48.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   21.6  11.6   0.0   39.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   19.3  10.5   0.0   76.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.1   8.5   0.0   20.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.7   7.7   0.0   64.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.4   3.3   9.0   47.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.9   3.2   9.0  136.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1980 1    5.9   2.0  24.0   69.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2   10.1   3.2   4.0   86.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3    8.8   1.8   6.0  113.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.9   4.1   6.0   28.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   17.2   5.7   0.0   36.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   18.4   9.5   0.0  139.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   18.8  10.8   0.0   58.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.6  11.7   0.0   29.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.1  11.4   0.0   69.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  13.5   5.1   3.0   69.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11   9.6   3.9   6.0   31.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.7   2.4  10.0   47.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1981 1    8.7   1.9  11.0   37.6    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    7.0   0.8  17.0   38.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.6   6.0   3.0   75.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.0   3.8   3.0   23.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.0   7.5   1.0   78.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   17.8   9.8   0.0   39.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.6  12.0   0.0   50.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   21.9  11.6   0.0   22.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.5   9.9   0.0  115.8    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  12.6   5.3   3.0   62.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.8   4.0   7.0   39.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   5.8   1.2  16.0  147.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1982 1    7.0   0.7  11.0   34.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    8.9   2.5   6.0   42.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.6   1.9  10.0   89.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   14.2   3.4   4.0   18.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   17.3   6.3   1.0   21.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.9  11.2   0.0   97.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   21.7  12.4   0.0   85.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.2  11.9   0.0   46.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.8  10.3   0.0   57.3    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.1   6.9   1.0  106.0    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.6   5.9   4.0  110.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     12   8.8   1.0  12.0   82.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                1983 1   10.4   4.1   3.0   71.7    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     2    5.8   0.2  17.0   14.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.4   2.7   8.0   42.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     4   11.6   2.8   5.0   77.2    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     5   14.4   6.7   0.0   82.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.6  10.9   0.0   33.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     7   26.6  13.9   0.0   14.4    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     8   24.0  12.5   0.0   29.1    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.4  10.6   0.0   65.9    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.6   6.8   2.0   56.5    NaN   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.5   4.5   6.0   19.7   44.3   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.9   2.3   9.0   69.8   64.9   20.0  51.006000 -2.641000   355100E 123200N
                1984 1    8.8   1.1  11.0  118.6   64.8   20.0  51.006000 -2.641000   355100E 123200N
                     2    7.8   1.0   7.0   35.7   64.1   20.0  51.006000 -2.641000   355100E 123200N
                     3    8.8   1.3   6.0   44.2   78.2   20.0  51.006000 -2.641000   355100E 123200N
                     4   14.7   2.5   9.0    1.6  241.8   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.2   5.9   1.0   62.6  178.8   20.0  51.006000 -2.641000   355100E 123200N
                     6   21.0   9.9   0.0   22.6  271.7   20.0  51.006000 -2.641000   355100E 123200N
                     7   23.3  11.1   0.0   23.1  268.5   20.0  51.006000 -2.641000   355100E 123200N
                     8   23.1  12.7   0.0   30.2  179.3   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.4  10.4   0.0   55.1  128.5   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.4   8.0   1.0   41.0   85.9   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.6   4.7   4.0  110.9   63.1   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.6   1.8  10.0   66.6   55.9   20.0  51.006000 -2.641000   355100E 123200N
                1985 1    4.1   3.2  24.0   53.6   50.1   20.0  51.006000 -2.641000   355100E 123200N
                     2    7.0   0.7  16.0   47.3   79.5   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.4   0.6  12.0   38.8  118.6   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.4   4.1   3.0   45.1  139.6   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.1   6.4   0.0   43.2  197.2   20.0  51.006000 -2.641000   355100E 123200N
                     6   18.0   8.8   0.0   64.0  172.8   20.0  51.006000 -2.641000   355100E 123200N
